epoch,train_loss,test_loss,test_dice,lr
39,0.23073734478517013,0.14284423291683196,0.849951613315895,0.0001
40,0.2568290907550942,0.18778775334358216,0.8108807459513991,0.0001
41,0.22528114813295277,0.14261340349912643,0.8551681121696559,0.0001
42,0.22199189459735696,0.15766373872756959,0.8377912374451121,0.0001
43,0.2392123701220209,0.16921190023422242,0.8297354645606755,0.0001
44,0.2181820127097043,0.2504517748951912,0.7507540810424841,0.0001
45,0.22633681575005704,0.1660707637667656,0.830784912513061,0.0001
46,0.2215382305058566,0.15232480615377425,0.8418305321655452,0.0001
47,0.2129104954275218,0.19480133056640625,0.801034825862111,0.0001
48,0.22438125535845757,0.14170777052640915,0.855759968774441,0.0001
49,0.21073214689438993,0.14135940074920655,0.8534059662023906,0.0001
50,0.22289194972677664,0.13856118768453599,0.8568042177350648,0.0001
51,0.20844105312770064,0.143388032913208,0.8506020995724672,0.0001
52,0.21580660316077147,0.17339254021644593,0.8264087480679772,0.0001
53,0.20726009302518583,0.16138350516557692,0.8340928790795515,0.0001
54,0.21254256482828748,0.15551478713750838,0.8438644445529969,0.0001
55,0.20430321063507687,0.1740401491522789,0.8246330979884111,0.0001
56,0.21363387432965367,0.17109914869070053,0.8239054193722027,0.0001
57,0.20193442912264303,0.18307255059480668,0.812534593689188,0.0001
58,0.21719174236059188,0.1616996109485626,0.8334300983523808,0.0001
59,0.20597545030442152,0.14781087040901184,0.8481229129391492,0.0001
60,0.19516903426159513,0.12691572904586793,0.8669188911255059,0.0001
61,0.19126495989886197,0.15674610584974288,0.8411687363761418,0.0001
62,0.20257721881974827,0.17012181729078293,0.8264381042149984,0.0001
63,0.19587142663923177,0.16098586171865464,0.8348914656962613,0.0001
64,0.2000246868214824,0.13312734067440032,0.8622700918311094,0.0001
65,0.19027249223806642,0.1352047473192215,0.8563249197295922,0.0001
66,0.2057853232053193,0.14372944235801696,0.8523211523609184,0.0001
67,0.18984046666459603,0.14784216433763503,0.848841730318195,0.0001
68,0.18717826008796692,0.14395032674074174,0.8521096048720791,0.0001
69,0.19130405885252086,0.15414297133684157,0.8443748947404383,0.0001
70,0.19531393247571857,0.15797890424728395,0.8412582749253299,0.0001
71,0.19392481412399898,0.143095500767231,0.8559941081561862,0.0001
72,0.1907491769302975,0.1390307918190956,0.8575605379492619,0.0001
73,0.18137718710032377,0.15277866572141646,0.8420377572875816,0.0001
74,0.20376938100565564,0.14307853877544402,0.8532968988184831,0.0001
75,0.17857995785095476,0.1275414451956749,0.86828688287566,0.0001
76,0.1888274568725716,0.14774579405784607,0.8495734776694236,0.0001
77,0.1774089393967932,0.1384083077311516,0.8569283182706371,0.0001
78,0.19349599196152253,0.12848641872406005,0.8663089670730527,0.0001
79,0.18541451245546342,0.13504628986120223,0.8619288228908306,0.0001
80,0.18538763678886674,0.15743351876735687,0.8371495397800397,0.0001
81,0.1862395509400151,0.12444036602973937,0.8715177295747204,0.0001
82,0.1826424214650284,0.13300397545099257,0.8640362613364088,0.0001
83,0.17800864096392285,0.13831926137208939,0.8597355255172875,0.0001
84,0.1698006736961278,0.14434538036584854,0.8509597550731092,0.0001
85,0.1820813959972425,0.13271154910326005,0.8662051427947597,0.0001
86,0.18159299953417343,0.13204689025878907,0.8628845662643816,0.0001
87,0.18317736434665594,0.14902584105730057,0.8517188354437056,0.0001
88,0.17237457978454504,0.1435227870941162,0.8568856663255762,0.0001
89,0.17236599332906982,0.1460716664791107,0.8480361920968102,0.0001
90,0.16923673220656135,0.13072062879800797,0.8668699648378324,0.0001
91,0.1833135690878738,0.16309791058301926,0.8340019969138603,0.0001
92,0.1802772757004608,0.12950042635202408,0.8685264736846834,0.0001
93,0.16828168779611588,0.113048355281353,0.8807017451079422,0.0001
94,0.17683881744742394,0.12628809958696366,0.8707863941157349,0.0001
95,0.19572846286676146,0.13181508630514144,0.8653745313669639,0.0001
96,0.17131708697839218,0.10823676437139511,0.8861780760811242,0.0001
97,0.16887863359668037,0.13101497590541838,0.86762324925212,0.0001
98,0.16817248382351616,0.11614147275686264,0.8798909908030196,0.0001
99,0.17492736584760926,0.10978071987628937,0.8846390778926122,0.0001
100,0.17533411322669548,0.1053706392645836,0.8896527580819374,0.0001
101,0.16966937841339544,0.12777924835681914,0.86908345885149,0.0001
102,0.16869492916898293,0.12091237753629684,0.8742490445876177,0.0001
103,0.17031848681243983,0.12036944478750229,0.8752628666826118,0.0001
104,0.16380490254272115,0.13890047669410704,0.8578595381526686,0.0001
105,0.1616654173894362,0.12845063507556914,0.8692728805298727,0.0001
106,0.1605433611707254,0.11685810536146164,0.8782521014458707,0.0001
107,0.17383123223077168,0.15511035472154616,0.8422763424470557,0.0001
108,0.17538280974734913,0.12379687130451203,0.8729169662494214,0.0001
109,0.16903534125198016,0.109648497402668,0.8846718112588134,0.0001
110,0.16631814268502323,0.12445875257253647,0.8708778202079692,0.0001
111,0.15947223535992883,0.11616393327713012,0.8783282875104932,0.0001
112,0.1695783749900081,0.11128215193748474,0.8842157895453057,0.0001
113,0.1627015109089288,0.1259407952427864,0.8683077128120752,0.0001
114,0.16677165221084247,0.1165944904088974,0.8758350872304071,0.0001
115,0.1693245480683717,0.12461318075656891,0.8715102845710394,0.0001
116,0.1643172711133957,0.10298367440700532,0.8905542797580289,0.0001
117,0.1620615383440798,0.13588887155056,0.8621443086434458,0.0001
118,0.16428185152736577,0.1244556799530983,0.8718388561370025,0.0001
119,0.15927925495938822,0.1511700987815857,0.8476566498047596,0.0001
120,0.15547692775726318,0.11951790153980255,0.8766835369934267,0.0001
121,0.1595411738888784,0.1344730883836746,0.8616834309085956,0.0001
122,0.16337891166860408,0.10721905380487443,0.8905239166351494,0.0001
123,0.15739276524294507,0.1138432726264,0.8804050215142288,0.0001
124,0.16015389168804342,0.10526092499494552,0.8907009591043181,0.0001
125,0.15776898176832632,0.137164930999279,0.8596495268519198,0.0001
126,0.15706252482804386,0.11244783699512481,0.8858214443282808,0.0001
127,0.15912671956149013,0.11990843713283539,0.8763893539409799,0.0001
128,0.1598976144059138,0.110308076441288,0.8864957234464861,0.0001
129,0.15594590116630902,0.1227179765701294,0.8746178100923743,0.0001
130,0.16367314024405047,0.12425716519355774,0.8714115041683053,0.0001
131,0.150687552717599,0.11106915473937988,0.8851577511817438,0.0001
132,0.15175098783590577,0.11754343211650849,0.8780586560491271,0.0001
133,0.15510371720249003,0.12336950749158859,0.8761868774348285,0.0001
134,0.15414575616067105,0.12090205401182175,0.8796786661277369,0.0001
135,0.15650510435754603,0.12866472750902175,0.8684238380724971,0.0001
136,0.15438691831447862,0.10736882835626602,0.8860313200419174,0.0001
137,0.15266327146779407,0.12055684924125672,0.8739752079896651,0.0001
138,0.14716188521547752,0.10632008761167526,0.8872283009633785,0.0001
139,0.1589024462483146,0.12426845282316208,0.873445832395788,0.0001
140,0.15683663629672745,0.1214612141251564,0.8765637686981957,0.0001
141,0.16021475128152154,0.11121053844690323,0.8825665505275527,0.0001
142,0.15261588536880233,0.14165810346603394,0.855101966758923,0.0001
143,0.16395754699002613,0.1170485183596611,0.8783219919797256,0.0001
144,0.1461283422329209,0.11342480182647705,0.8825168923865657,0.0001
145,0.1480892770669677,0.09904763698577881,0.896834917045969,0.0001
146,0.15472011044621467,0.11940352320671081,0.8738375248097469,0.0001
147,0.14660980640487237,0.12624130994081498,0.8689072637464801,0.0001
148,0.14363414408131078,0.11272237449884415,0.8817112450247924,0.0001
149,0.14538215337829155,0.11207452863454818,0.8815707030833501,0.0001
150,0.15300161709839646,0.1208042025566101,0.8710398161295699,0.0001
151,0.1570931920951063,0.12139327228069305,0.8749978084282729,0.0001
152,0.15385641794313085,0.10931099206209183,0.8892593771488414,0.0001
153,0.15029109547084027,0.10876586586236954,0.888755240263742,0.0001
154,0.14665784558111972,0.10956595838069916,0.8871510226688236,0.0001
155,0.1444369101388888,0.10920345932245254,0.8856495759330387,0.0001
156,0.14466539614579893,0.10694130510091782,0.8896114358540383,0.0001
157,0.15563687912442467,0.10797850340604782,0.8885781775472257,0.0001
158,0.14374990822239356,0.12945471405982972,0.8684673227866541,0.0001
159,0.14332129386338321,0.0993381217122078,0.8982512436537571,0.0001
160,0.13785446712916546,0.11188749223947525,0.8834274112122072,0.0001
161,0.1585268890315836,0.10837638825178146,0.8872275391005527,0.0001
162,0.14050086662173272,0.11629565954208373,0.8780191610791075,0.0001
163,0.14498688964681192,0.12287306934595107,0.8767088189834725,0.0001
164,0.14050874066623775,0.11937257945537567,0.8774414235303567,0.0001
165,0.14587676884098486,0.12481769174337387,0.8709226974669364,0.0001
166,0.14316712292757902,0.11721959263086319,0.8768741452695816,0.0001
167,0.15498824343085288,0.11603696793317794,0.8784252278105684,0.0001
168,0.1428734535520727,0.11553340256214142,0.8808131880079816,0.0001
169,0.15327674489129672,0.11522167772054673,0.8801882635870538,0.0001
170,0.15711832554502922,0.10484286844730377,0.8907069562792789,0.0001
171,0.14779386080124163,0.1027471661567688,0.8934254167576051,0.0001
172,0.14253099045970224,0.11818269938230515,0.876951878028441,0.0001
173,0.14171475077217274,0.11625232845544815,0.8802313242654808,0.0001
174,0.146493859724565,0.11274324655532837,0.885127250640005,0.0001
175,0.14197737845507535,0.10446297079324722,0.8922355453956419,0.0001
176,0.1366918444633484,0.1011420339345932,0.8945686173832555,0.0001
177,0.1392787830396132,0.1126190260052681,0.8841710167102117,0.0001
178,0.144705952974883,0.11665614694356918,0.8787179284654179,0.0001
179,0.1511292970993302,0.11985532343387603,0.8776824653448629,0.0001
180,0.13974527350880883,0.10872995853424072,0.8867292747385233,0.0001
181,0.14011183834888719,0.12089570313692093,0.8753603833016528,0.0001
182,0.14462595656514168,0.1238524228334427,0.8698984021783961,0.0001
183,0.139604186673056,0.12579672336578368,0.868832775089588,0.0001
184,0.13643961345607583,0.12129812836647033,0.8743694638430601,0.0001
185,0.14408903921192343,0.1340806230902672,0.8618716283556512,0.0001
186,0.13296614492481404,0.11726079434156418,0.8770820392577175,0.0001
187,0.1333728775382042,0.10845587253570557,0.8854103155733835,0.0001
188,0.13251480548219247,0.14551131874322892,0.8513583198210176,0.0001
189,0.14130929959091273,0.110648612678051,0.8801594243598566,0.0001
190,0.14124584367329424,0.12766001969575883,0.864308107759787,0.0001
191,0.14354627443985504,0.10558059364557267,0.887646372669793,0.0001
192,0.13753012547438795,0.13158849328756334,0.8612591895161379,0.0001
193,0.13139808970418843,0.11509956866502762,0.8812622559410028,0.0001
194,0.13947721936485985,0.1244135096669197,0.8706806454793439,0.0001
195,0.13723401989449155,0.10252266377210617,0.8928232752276555,0.0001
196,0.15670163584026423,0.11339322626590728,0.8833802789182753,0.0001
197,0.14324106282808563,0.10583690106868744,0.8889125017852822,0.0001
198,0.1353420535271818,0.10589559078216552,0.8889969800176145,0.0001
199,0.13671734095974403,0.10233494490385056,0.8935506881288302,0.0001
200,0.14688910740343006,0.1014053538441658,0.8940294960299564,0.0001
201,0.14165898222814907,0.10129225403070449,0.8926792070741449,0.0001
202,0.13218071392991326,0.10145418494939804,0.8927266894053932,0.0001
203,0.13903058611533858,0.10415357202291489,0.8930221794856961,0.0001
204,0.13479043367234142,0.10064162313938141,0.8959918516814129,0.0001
205,0.13453720476139674,0.11121803671121597,0.8852871226862989,0.0001
206,0.1419287770986557,0.12781710028648377,0.8706919522891197,0.0001
207,0.13687117092988707,0.10589208155870437,0.890096265764072,0.0001
208,0.13043771677396515,0.10963065177202225,0.8868653747371348,0.0001
209,0.13182205415584825,0.11437685638666154,0.8809535125444792,0.0001
210,0.1297093956985257,0.14323186725378037,0.8548478315031697,0.0001
211,0.14128304415128448,0.11103589534759521,0.8876465508735617,0.0001
212,0.13804055222056127,0.10692808330059052,0.891896164429753,0.0001
213,0.1338152009655129,0.11053508073091507,0.8906222709504857,0.0001
214,0.13319214765321125,0.10194177329540252,0.8954381459014933,0.0001
215,0.1353409227999774,0.1102570042014122,0.8865709452110475,0.0001
216,0.13259021003137936,0.10910800099372864,0.8885693043800451,0.0001
217,0.1406589877199043,0.13702039420604706,0.8560914570855799,0.0001
218,0.13824246498671444,0.10413039475679398,0.8907640953551467,0.0001
219,0.1337439987469803,0.10379497855901718,0.8938963307716581,0.0001
220,0.13956995951858434,0.10525932312011718,0.8929081267523956,0.0001
221,0.1255410483614965,0.10292537212371826,0.8937487006290343,0.0001
222,0.1304437245157632,0.10541324466466903,0.8914689842183497,0.0001
223,0.13129846717823634,0.12011153846979142,0.877565732651694,0.0001
224,0.12575688355348327,0.10511620342731476,0.8892765008526329,0.0001
225,0.12697335129434412,0.10785298496484756,0.8855074462582411,0.0001
226,0.13107834207740696,0.108744215965271,0.8868922608706337,0.0001
227,0.13808361989530651,0.11458093672990799,0.8803061271746951,0.0001
228,0.13617494729432192,0.1124249443411827,0.8839499892916941,0.0001
229,0.1351833971386606,0.11646730452775955,0.8802715123362599,0.0001
230,0.1393319662999023,0.11247106790542602,0.881525342822861,0.0001
231,0.1307880746370012,0.12493448108434677,0.8704448080082554,0.0001
232,0.1343467387963425,0.11102714538574218,0.8831636278770355,0.0001
233,0.1277740173719146,0.10731320381164551,0.8884796499208175,0.0001
234,0.12064667974006046,0.11492478102445602,0.8818366562438579,0.0001
235,0.1251825556836345,0.09398166239261627,0.8983030437172103,0.0001
236,0.14542514722455632,0.10951041281223298,0.8875706905948353,0.0001
237,0.1441448916088451,0.09665015190839768,0.8977497855182037,0.0001
238,0.12125021998177875,0.11094823777675629,0.8872903321465371,0.0001
239,0.12356425693089312,0.08475441187620163,0.9122745388883466,0.0001
240,0.1269285527819937,0.12749287486076355,0.874303139067117,0.0001
241,0.1237509783018719,0.0944017380475998,0.9034910967702013,0.0001
242,0.12769749537110328,0.10538801252841949,0.8920435664197809,0.0001
243,0.1272966130213304,0.10987402945756912,0.8891263597884147,0.0001
244,0.1239441185512326,0.09530956298112869,0.9001723817964029,0.0001
245,0.12663409919901328,0.09405002444982528,0.9023275838725603,0.0001
246,0.12405338334766301,0.09456866681575775,0.9029190339888921,0.0001
247,0.12923454276540064,0.1340376302599907,0.8671056831494399,0.0001
248,0.12735098444602705,0.09715100079774856,0.8971273477221067,0.0001
249,0.13156231127002022,0.11194605678319931,0.8834698731004678,0.0001
250,0.13217378346757455,0.10101959556341171,0.8920945321595862,0.0001
251,0.12838329347697172,0.09951187074184417,0.8962588038310586,0.0001
252,0.13678428198803555,0.146646249294281,0.8452488903227792,0.0001
253,0.12893993454900654,0.10051936209201813,0.896736988305114,5e-05
254,0.11906579983505336,0.10495885312557221,0.891415272601175,5e-05
255,0.1204683310606263,0.09794668555259704,0.8984898670029703,5e-05
256,0.11987981024113568,0.09621177464723588,0.899865238281901,5e-05
257,0.11205813159996814,0.091740782558918,0.9033330097991685,5e-05
258,0.1209841711954637,0.08891372829675674,0.9069873245767763,5e-05
259,0.10656439431689002,0.09357128292322159,0.9013622093351689,5e-05
260,0.11368548165668141,0.09335265755653381,0.901023706705887,5e-05
261,0.11019656685265627,0.09013397246599197,0.9073371813126372,5e-05
262,0.1222498666156422,0.0919293850660324,0.9062714529765303,5e-05
263,0.11164770803668282,0.08238396048545837,0.9141757307657661,5e-05
264,0.11607235236601396,0.08365830481052398,0.912954243211864,5e-05
265,0.11253249211744829,0.09132279902696609,0.9037809828650049,5e-05
266,0.1116629814559763,0.09718073606491089,0.8971504348515166,5e-05
267,0.11019700860435312,0.08993119299411774,0.9064691337161934,5e-05
268,0.11176010397347537,0.08908298015594482,0.9072043845088545,5e-05
269,0.1085990112613548,0.08688112944364548,0.9105412933024333,5e-05
270,0.11434996114535766,0.08775692880153656,0.9094561964699435,5e-05
271,0.11622722528197549,0.08801582455635071,0.909984554063332,5e-05
272,0.10483656837181611,0.09709477424621582,0.9022980047160247,5e-05
273,0.11304911158301613,0.09844884425401687,0.8987738075107207,5e-05
274,0.11687348871068522,0.10978509485721588,0.8869318075665577,5e-05
275,0.11036979657682505,0.09933365881443024,0.9005512639883146,5e-05
276,0.11508690376173367,0.08603690564632416,0.9124374239207923,5e-05
277,0.10894461294466799,0.09390945732593536,0.9042378024652098,5e-05
278,0.10831510492346504,0.09531874358654022,0.9037357886670415,5e-05
279,0.11463956020095131,0.0942908838391304,0.9038590750073597,5e-05
280,0.10936576534401286,0.09538555294275283,0.9022641754641173,5e-05
281,0.11204831783067096,0.08736232966184616,0.9098744703334061,5e-05
282,0.1066927743228999,0.08960669338703156,0.906913052711591,5e-05
283,0.11198750673369928,0.09465565681457519,0.9041698579459242,5e-05
284,0.10790437602184036,0.09605873376131058,0.9019322648846776,5e-05
285,0.10994232452728532,0.0804407462477684,0.9156975218663392,5e-05
286,0.1096294264901768,0.09592467397451401,0.9031897769692487,5e-05
287,0.10699136223305356,0.09545907527208328,0.9022119586798499,5e-05
288,0.1149565108797767,0.09800693392753601,0.9014086590239307,5e-05
289,0.10993735167113218,0.08860086500644684,0.910335736830986,5e-05
290,0.10790229771624912,0.09039519876241683,0.9085357636874474,5e-05
291,0.10394263287836855,0.0937795877456665,0.9059318817872675,5e-05
292,0.11027305180376226,0.09358993768692017,0.9027386518958092,5e-05
293,0.10741075026718053,0.10042159110307694,0.8980071896886158,5e-05
294,0.09820443987846375,0.08880250453948975,0.9091503438034931,5e-05
295,0.10766027217561548,0.08022038340568542,0.9175329217831888,5e-05
296,0.11135821735317057,0.07851921617984772,0.9160504168571315,5e-05
297,0.10504308593544093,0.08990823179483413,0.9060270484518005,5e-05
298,0.10726591003212062,0.0799016073346138,0.9159072136327961,5e-05
299,0.10806948854164644,0.09012523740530014,0.9089118388903601,5e-05
300,0.102878199653192,0.09881167560815811,0.8994219180421213,5e-05
301,0.10774869261817499,0.08756723105907441,0.9105639838657862,5e-05
302,0.10671590790152549,0.10502757728099824,0.8924149186856736,5e-05
303,0.10747409625486894,0.08683459013700486,0.9119633930984585,5e-05
304,0.11025054319338365,0.08924888670444489,0.9107035806563488,5e-05
305,0.10816786966540597,0.09409845620393753,0.9048330506266581,5e-05
306,0.10771624188531528,0.08255689889192581,0.9130228219164394,5e-05
307,0.10756148316643455,0.08554132133722306,0.9096649772193677,5e-05
308,0.10121032148599625,0.07799112796783447,0.9175047295025865,5e-05
309,0.10372032435102896,0.08253064006567001,0.9154952515182061,5e-05
310,0.1078670735386285,0.08517160713672638,0.9103009340170025,5e-05
311,0.1068462033840743,0.07989038825035095,0.9187143888326599,5e-05
312,0.10610013157129287,0.08951677232980729,0.9080100718925657,5e-05
313,0.11136043579740958,0.08923530280590057,0.9079997545219591,2.5e-05
314,0.10534113042733886,0.09103370010852814,0.9060042169557391,2.5e-05
315,0.10231978954239325,0.0971214160323143,0.9017740929074671,2.5e-05
316,0.10179195458238775,0.10213372856378555,0.895799910468784,2.5e-05
317,0.10080003582618453,0.08564070463180543,0.9119023167682034,2.5e-05
318,0.09874828363006766,0.08515782356262207,0.91269019995688,2.5e-05
319,0.1004346993159164,0.08782211244106293,0.9114011012891295,2.5e-05
320,0.09919270080598917,0.08279618322849273,0.9140276882444808,2.5e-05
321,0.10024420273574916,0.08144996762275696,0.9149660287853,2.5e-05
322,0.10173746144229716,0.08265699744224549,0.9138169273932676,2.5e-05
323,0.09512282366102393,0.08348670750856399,0.914063942503103,2.5e-05
324,0.09744539233771238,0.08222420960664749,0.9164022537303711,2.5e-05
325,0.10215499462051825,0.08726934790611267,0.9117242715394583,2.5e-05
326,0.09960222806442867,0.08252462893724441,0.915914814393915,2.5e-05
327,0.0954266755418344,0.07422730773687362,0.9219689176905477,2.5e-05
328,0.09709848287430677,0.08046005964279175,0.9175673902854987,2.5e-05
329,0.09973366903987797,0.08220645636320115,0.9141334471996516,2.5e-05
330,0.09393512173132464,0.07859956175088882,0.9196493094004038,2.5e-05
331,0.09461617029526016,0.07817045301198959,0.9190040765905182,2.5e-05
332,0.09776277203451503,0.07888497561216354,0.9174660045934345,2.5e-05
333,0.09836599244312806,0.07895700186491013,0.9165567204595708,2.5e-05
334,0.0972580257464539,0.08021820038557052,0.9162722210087938,2.5e-05
335,0.096461606296626,0.08655648678541183,0.9123925225959527,2.5e-05
336,0.103943735699762,0.09072590917348862,0.9089805390332698,2.5e-05
337,0.1004523129625754,0.0896921068429947,0.9086033433706342,2.5e-05
338,0.10061079134995288,0.08386889696121216,0.9135860033151153,2.5e-05
339,0.09977425377477299,0.08382612615823745,0.9154170176502321,2.5e-05
340,0.09981220025907864,0.08150773048400879,0.9171358806915381,2.5e-05
341,0.10464506101879206,0.08297830373048783,0.9166644899166837,2.5e-05
342,0.09376700269905004,0.07274119406938553,0.9234039154290844,2.5e-05
343,0.09195208007639105,0.0807852417230606,0.9185752417816527,2.5e-05
344,0.09652832848104563,0.08165394961833954,0.9168034833559952,2.5e-05
345,0.09922716922380707,0.07383541911840438,0.9228418055450097,2.5e-05
346,0.09409411705353043,0.07798198461532593,0.9194555039138378,2.5e-05
347,0.09597947793928059,0.07951737642288208,0.9178209114646609,2.5e-05
348,0.101084015653892,0.0770705983042717,0.9208746315378761,2.5e-05
349,0.0947922330011021,0.0772427648305893,0.9199027866295736,2.5e-05
350,0.09619340036403048,0.0830991119146347,0.915473375618143,2.5e-05
351,0.0945059791884639,0.0816761314868927,0.9165294537607398,2.5e-05
352,0.10080488181926987,0.07927928417921067,0.9177042056165684,2.5e-05
353,0.08967939039522951,0.07872829288244247,0.9179012764472702,2.5e-05
354,0.10110738284208558,0.07841619104146957,0.9178748407261903,2.5e-05
355,0.09780676127834753,0.08118857741355896,0.916582560238784,2.5e-05
356,0.09596934752030806,0.0823362797498703,0.9167919571679197,2.5e-05
357,0.09608377462083643,0.08587870299816132,0.9126767348719264,2.5e-05
358,0.0955121894451705,0.08673822432756424,0.912353126386444,2.5e-05
359,0.09071742736480452,0.08054938912391663,0.9163604451429193,2.5e-05
360,0.09708305929194797,0.08073670566082,0.9154704485780408,2.5e-05
361,0.09259639443321661,0.07880375683307647,0.9174436185535755,2.5e-05
362,0.09005274637178941,0.07911439687013626,0.9175395179463335,2.5e-05
363,0.09751990606839006,0.08619358688592911,0.9127382369845775,2.5e-05
364,0.09329136955467138,0.08590618073940277,0.9125056796273802,2.5e-05
365,0.09487052776596763,0.08357991129159928,0.9150513029588326,2.5e-05
366,0.0951585430990566,0.07791964709758759,0.919527610328144,2.5e-05
367,0.09863686060363597,0.0855378895998001,0.9132174775344469,2.5e-05
368,0.09479388337243687,0.08311406075954438,0.9136197429364481,2.5e-05
369,0.10114717740904201,0.08770966082811356,0.9097152948670251,2.5e-05
370,0.0933488857339729,0.08350571990013123,0.9147688947980424,2.5e-05
371,0.09565392136573792,0.08370565176010132,0.9150072622715227,2.5e-05
372,0.09851812327449971,0.08083062916994095,0.9178472888357323,1.25e-05
373,0.0979195231741125,0.07960435748100281,0.9188258093179724,1.25e-05
374,0.09123462899164721,0.0765907734632492,0.9210512285704833,1.25e-05
375,0.09016826647249135,0.08005998134613038,0.9187744661676599,1.25e-05
376,0.09149406796151942,0.08377419412136078,0.9152275419687119,1.25e-05
377,0.09481225298209624,0.08607127517461777,0.9130526526724698,1.25e-05
378,0.08912130397829142,0.08352539539337159,0.9161018214983999,1.25e-05
379,0.09211695614186201,0.08381104320287705,0.9161099333001811,1.25e-05
380,0.0909080147743225,0.08033504188060761,0.9191838044892447,1.25e-05
381,0.09204130172729492,0.08673759251832962,0.9121102516295803,1.25e-05
382,0.08655807260762562,0.08630771487951279,0.9117627218978944,1.25e-05
383,0.09182048866694624,0.07634830921888351,0.9209335926045277,1.25e-05
384,0.08850250447338277,0.07648823112249374,0.920567653605867,1.25e-05
385,0.0889136174863035,0.0804474487900734,0.9190454744821395,1.25e-05
386,0.08937664330005646,0.07433245778083801,0.9233600965996288,1.25e-05
387,0.09238608513366092,0.07554160654544831,0.9229138937501712,1.25e-05
388,0.09407796690409834,0.07413354068994522,0.9235933974599077,1.25e-05
389,0.08920637179504741,0.0718344733119011,0.925616026843379,1.25e-05
390,0.09087610542774201,0.07156586349010467,0.9254907005270046,1.25e-05
391,0.09487531862475655,0.07668314427137375,0.9218752340886636,1.25e-05
392,0.09011648683385416,0.07222348749637604,0.9245709073072004,1.25e-05
393,0.09301372129808773,0.08084884732961654,0.9180205125981975,1.25e-05
394,0.08980235626751726,0.07224987000226975,0.9253349701045931,1.25e-05
395,0.0911150263114409,0.07277249097824097,0.9245869563912805,1.25e-05
396,0.08811757591637698,0.07195057719945908,0.9254979336536758,1.25e-05
397,0.0938363062387163,0.07555575668811798,0.9216103565664441,1.25e-05
398,0.09058779471299865,0.0823776975274086,0.9161613002536199,1.25e-05
399,0.08763474185358394,0.07610709071159363,0.9216783723575934,1.25e-05
400,0.08542689315297387,0.08136203289031982,0.9172355144912546,1.25e-05
401,0.08942006589336829,0.07535679191350937,0.9232060677921535,1.25e-05
402,0.09031509160995484,0.07947541177272796,0.9203338571121765,1.25e-05
403,0.09121006666259332,0.07782571017742157,0.9215421842105974,1.25e-05
404,0.09082508906722069,0.07418778985738754,0.9236821446940037,1.25e-05
405,0.09005941660566763,0.0768716961145401,0.9221885875972533,1.25e-05
406,0.09426857788454403,0.07954183071851731,0.9195689263828036,1.25e-05
